asset_id,ticker,exit_type,exit_status,exit_announcement_date,last_trading_date,exit_valuation_date,exit_effective_date,settlement_date,exit_price_per_share,exit_total_value,shares_at_exit,last_observed_price_before_exit,last_observed_market_cap_before_exit,payout_source,source_reference,notes,is_confirmed,data_quality_flag,terminal_price,terminal_value,terminal_price_source,terminal_price_quality,terminal_return,exit_premium_vs_last_trade,exit_return_vs_offering,annualized_exit_return
sec-rally-macworld1,MACWORLD1,other,settled,2024-09-07,2024-09-07,2024-09-07,2024-09-07,2024-09-07,,245000.0,20000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,12.25,245000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.0888888888888888,
sec-rally-macworld1,MACWORLD1,other,settled,2024-09-07,2024-09-07,2024-09-07,2024-09-07,2024-09-07,,245000.0,20000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000010/rsecollection1sa2024.htm,,True,,12.25,245000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.0888888888888888,
sec-rally-94ld1,94LD1,other,settled,2024-09-13,2024-09-13,2024-09-13,2024-09-13,2024-09-13,,975000.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,195.0,975000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.6317991631799162,
sec-rally-clemente2,CLEMENTE2,other,settled,2024-09-15,2024-09-15,2024-09-15,2024-09-15,2024-09-15,,72500.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,36.25,72500.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.03571428571428581,
sec-rally-48jackie,48JACKIE,other,settled,2024-09-25,2024-09-25,2024-09-25,2024-09-25,2024-09-25,,260000.0,18750.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,13.866666666666667,260000.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.30666666666666664,
sec-rally-54aaron,54AARON,other,settled,2024-09-25,2024-09-25,2024-09-25,2024-09-25,2024-09-25,,120000.0,17000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,7.0588235294117645,120000.0,confirmed_total_payout_divided_by_shares,confirmed,,,-0.2941176470588236,
sec-rally-99le1,99LE1,other,settled,2024-10-02,2024-10-02,2024-10-02,2024-10-02,2024-10-02,,85000.0,2000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000011/series99le1form1u.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000011/series99le1form1u.htm,,True,,42.5,85000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.2230215827338129,2438160.942948654
sec-rally-36owens,36OWENS,other,settled,2024-10-17,2024-10-17,2024-10-17,2024-10-17,2024-10-17,,27200.0,2500.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,10.88,27200.000000000004,confirmed_total_payout_divided_by_shares,confirmed,,,0.08800000000000008,
sec-rally-94ld1,94LD1,other,settled,2024-10-21,2024-10-21,2024-10-21,2024-10-21,2024-10-21,,975000.0,5000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000013/series94ld1form1u.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880424000013/series94ld1form1u.htm,,True,,195.0,975000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.6317991631799162,
sec-rally-hobbit,HOBBIT,other,settled,2024-11-07,2024-11-07,2024-11-07,2024-11-07,2024-11-07,,90000.0,10000.0,,,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,https://www.sec.gov/Archives/edgar/data/1688804/000168880425000007/rsecollection1sa2025.htm,,True,,9.0,90000.0,confirmed_total_payout_divided_by_shares,confirmed,,,0.125,
