exit_id,asset_id,series_name,sale_price,sale_date,realized_return,source_url,source_confidence
exit-0001688804-0001688804-23-000015-06FS1,,Series #06FS1,227500.0,2019-05-06,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-00FM1,,Series #00FM1,60000.0,2019-04-16,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-06FG1,,Series #06FG1,365000.0,2021-06-09,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-93FS1,,Series #93FS1,147500.0,2022-05-17,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-89FT1,,Series #89FT1,330000.0,2022-04-25,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-89FG2,,Series #89FG2,180000.0,2022-08-18,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-03SS1,,Series #03SS1,420000.0,2020-09-27,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000015-BATMAN,,Series #BATMAN,2000000.0,2023-01-30,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000015/rsecollection1sa2023.htm,0.88
exit-0001688804-0001688804-23-000004,,Series #06FG1,114000.0,2023-03-24,,https://www.sec.gov/Archives/edgar/data/1688804/000168880423000004/94csiform1u.htm,0.8
exit-0001688804-0001688804-22-000076,,Series #B,8131000.0,2022-12-09,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000076/253g2.htm,0.8
exit-0001688804-0001688804-22-000071,,Series #BATMAN,2200000.0,2022-11-03,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000071/253g2.htm,0.8
exit-0001688804-0001688804-22-000070,,Series #BOBAPROTO,236000.0,2022-10-25,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000070/253g2.htm,0.8
exit-0001688804-0001688804-22-000069,,Series #GRATEFUL1,13000.0,2022-07-20,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000069/253g2.htm,0.8
exit-0001688804-0001688804-22-000069-89PS1,,Series #89PS1,245000.0,2022-07-20,,https://www.sec.gov/Archives/edgar/data/1688804/000168880422000069/253g2.htm,0.88
